class,,req1,req1_id,req2,req2_id,similarity,cosine,CORLEY&MIHALCEA-NA-par,BinaryClass,Multiclass
3921,3921,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"when the traction unit is stationary the driver shall be required to acknowledge the train trip condition. this acknowledgement will release the emergency brake.
",4.6.12.4,0,0.446778387,0.20535715,0,
32038,32038,"after the acknowledgement the driver shall be able to continue the movement
",4.6.12.5a,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.446739586,0.12179487,0,
1672,1672,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,0,0.446614943,0.225,0,
8813,8813,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
",4.3.2.7,0,0.445989273,0.15476191,0,
21156,21156,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,"when the plain text message appears on the dmi, the driver shall be alerted.
",4.8.8.3,0,0.445964599,0.14957266,0,
18917,18917,"the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data.
",4.3.1.4a,"the etcs trainborne equipment shall be able to determine the location of the entire train.
",4.3.4.1,0,0.445694277,0.4040404,0,
5866,5866,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"when the traction unit has come to a standstill, the driver shall be able to release the emergency brake.
",4.3.9.2,0,0.445610304,0.3125,0,
4378,4378,"once received onboard the national values shall remain valid even if the onboard equipment is switched off
",3.10.1.6,"if the on-board has no valid national values for the current location, default values shall be used by the onboard equipment.
",3.10.1.1,0,0.445559286,0.41666666,0,
14559,14559,"the on board shall supervise the train against a ceiling speed
",4.1.8.3,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.445466386,0.23846154,0,
10348,10348,"exit from shunting shall only be possible when the train is stationary.
",4.1.3.8a,"exit from shunting shall take place when the driver selects exit from shunting.
",4.1.3.8b,0,0.4451115,0.35416666,0,
19764,19764,"when changing to a higher speed level the rear end of the train shall respect the static train speed profile.
",4.3.2.2b,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.445098416,0.16783217,0,
18213,18213,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,0,0.444895074,0,0,
19976,19976,"it shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train.
",4.3.2.3,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.444770017,0.16233766,0,
31459,31459,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.444405106,0.24358974,0,
7303,7303,the entry of driver identification and the selection of the language shall be possible.,4.1.2.14a,"it shall be possible to send information regarding the inhibition of the following different types of brake:
",4.8.10.1,0,0.44419043,0.24285714,0,
16557,16557,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,"the roll away/reverse movement intervention shall be indicated on the dmi.
",4.3.9.1c,0,0.444104523,0.24285714,0,
24513,24513,"the trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train.
",4.3.9.1b,"after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value
",4.6.12.5b,0,0.444076637,0.43560606,0,
22749,22749,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.444072023,0.13247864,0,
21524,21524,"the etcs trainborne equipment shall be able to determine the location of the entire train.
",4.3.4.1,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.443704152,0.22222222,0,
1689,1689,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.443451867,0.052564103,0,
17133,17133,"the ceiling speed level for the movement authority shall be defined as data national value.
",4.2.3.2,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.44336074,0.2769231,0,
18119,18119,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,"where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
",4.3.2.7,0,0.443154041,0.07417583,0,
24115,24115,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,"when the traction unit is stationary the driver shall be required to acknowledge the train trip condition. this acknowledgement will release the emergency brake.
",4.6.12.4,0,0.443060214,0.41826922,0,
3121,3121,"in case the transition has to be acknowledged and the driver fails to acknowledge as required, the etcs shall initiate a brake application
",3.9.1.2e,"the emergency stop shall be indicated to the driver on the dmi.
",4.6.4.8,0,0.443012991,0.24358974,0,
21143,21143,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,0,0.442934442,0.20512821,0,
